,ark,language of material,contributing institution,title,creator,call_number,physical description,date (inclusive),date (bulk),abstract,physical location,dates,creator/collector,extent,date,photographer,collector,material specific details,source,author,language,phyiscal location,repository,record series,origination,shelf location,original,series,id,date_gmt,modified,modified_gmt,slug,status,type,link,featured_media,template,tags,guid.rendered,title.rendered,acf.ucdlib_manuscript_biog,acf.ucdlib_manuscript_descrip,acf.ucdlib_manuscript_call_num,acf.ucdlib_manuscript_date,acf.ucdlib_manuscript_extent_num,acf.ucdlib_manuscript_extent_type,acf.ucdlib_manuscript_url,acf.ucdlib_manuscript_moreinfo_name,acf.ucdlib_manuscript_moreinfo_url,acf.ucdlib_manuscript_moreinfo2_name,acf.ucdlib_manuscript_moreinfo2_url,acf.ucdlib_manuscript_photo_cat,_links.self,_links.collection,_links.about,_links.wp:attachment,_links.wp:term,_links.curies,_links.wp:featuredmedia,acf.ucdlib_uacollections_description,acf.ucdlib_uacollections_history,acf.ucdlib_uacollections_call_num,acf.ucdlib_uacollections_extent_num,acf.ucdlib_uacollections_extent_type,acf.ucdlib_uacollections_date,acf.ucdlib_uacollections_subject,acf.ucdlib_uacollections_moreinfo_url,acf.ucdlib_uacollections_moreinfo_name
168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11073,2017-03-22T19:56:30,2017-03-22T12:56:30,2017-03-22T19:56:30,theatre-posters-collection-international,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/theatre-posters-collection-international/,0.0,,[2623],https://www.library.ucdavis.edu/manuscript/theatre-posters-collection-international/,Theatre Posters Collection: International.,,"Mostly 20th century advertisements and artwork, including festivals and alternative theatre groups.",O-033,1800- .,3.2,linear feet,,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/11073'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=11073'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=11073'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",,,,,,,,,,
169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11072,2017-03-22T19:56:30,2017-03-22T12:56:30,2017-03-22T19:56:30,theatre-ephemera-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/theatre-ephemera-collection/,0.0,,[2623],https://www.library.ucdavis.edu/manuscript/theatre-ephemera-collection/,Theatre Ephemera Collection.,,"Books, catalogs, and pamphlets for theatrical equipment; clippings, correspondence, financial records, legal documents, promotional materials, realia..",O-025,1800- .,15.2,linear feet,,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/11072'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=11072'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=11072'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",,,,,,,,,,
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11071,2017-03-22T19:56:30,2017-03-22T12:56:30,2017-03-22T19:56:30,theatre-engravings-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/theatre-engravings-collection/,0.0,,[2623],https://www.library.ucdavis.edu/manuscript/theatre-engravings-collection/,Theatre Engravings Collection.,,"Depictions of actors in character roles, primarily English actors in Shakespearean roles.",O-024,1900- .,10,linear feet,,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/11071'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=11071'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=11071'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",,,,,,,,,,
171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11070,2017-03-22T19:56:30,2017-03-22T12:56:30,2017-03-22T19:56:30,theatre-design-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/theatre-design-collection/,0.0,,[2623],https://www.library.ucdavis.edu/manuscript/theatre-design-collection/,Theatre Design Collection.,,"Set and costume designs by Henri Bodart, Dany, Endre, Erte, Roger Furse, Thomas Heselwood, Josef Platzer, Lorenzo Sacchetti, and Zig, among others.",O-023,1700- .,2.8,linear feet,,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/11070'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=11070'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=11070'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",,,,,,,,,,
172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11069,2017-03-22T19:56:30,2017-03-22T12:56:30,2017-03-22T19:56:30,theatre-clippings-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/theatre-clippings-collection/,0.0,,[2623],https://www.library.ucdavis.edu/manuscript/theatre-clippings-collection/,Theatre Clippings Collection.,,"Pictorial clippings showing actors (mostly American) as themselves or in prominent roles; program clippings giving the dramatis personae of a particular production; articles and reviews pertaining to specific productions; obituaries of actors, dancers, musicians, and other performing arts personalities.",O-021,1800- .,5,linear feet,,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/11069'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=11069'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=11069'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",,,,,,,,,,
230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11011,2017-03-22T19:56:28,2017-06-05T12:23:01,2017-06-05T19:23:01,sheet-music-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/sheet-music-collection/,0.0,,[2623],https://www.library.ucdavis.edu/manuscript/sheet-music-collection/,Sheet Music. Collection.,,"Music &amp; lyrics for songs from films, musicals, and theatre.The sheet music in this collection has been cataloged individually in the Harvest Library catalog. To find the sheet music, search in Harvest author = Sheet Music Collection. A quick link to that search is provided below as ""Search Harvest Catalog.""",D-009,,8.4,linear feet,,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/11011'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=11011'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=11011'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",,,,,,,,,,
280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10961,2017-03-22T19:56:26,2017-03-22T12:56:26,2017-03-22T19:56:26,rixford-emmet-h-scrapbook,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/rixford-emmet-h-scrapbook/,0.0,,[2621],https://www.library.ucdavis.edu/manuscript/rixford-emmet-h-scrapbook/,"Rixford, Emmet H. Scrapbook",Author of The Wine Press and the Cellar: A Manual for theWine-maker and the Cellar-man.,"Scrapbook containing clippings on wine, brandy, raisins,and grapes as well as Rixford's handwritten notes.",MC245,circa 1862,,linear feet,,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10961'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10961'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10961'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",,,,,,,,,,
292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10949,2017-03-22T19:56:25,2017-03-22T12:56:25,2017-03-22T19:56:25,religion-and-agriculture-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/religion-and-agriculture-collection/,0.0,,[1439],https://www.library.ucdavis.edu/manuscript/religion-and-agriculture-collection/,Religion and Agriculture Collection.,,"Pamphlets concerning the role of the Christian church in rural farming communities, including papers published by the National Catholic Rural Life Conference.",MC058,1938-1966,,linear feet,,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10949'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10949'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10949'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",,,,,,,,,,
296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10945,2017-03-22T19:56:25,2017-03-22T12:56:25,2017-03-22T19:56:25,raynesford-howard-c-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/raynesford-howard-c-papers/,0.0,,[2630],https://www.library.ucdavis.edu/manuscript/raynesford-howard-c-papers/,"Raynesford, Howard C. Papers.",,"Early manuscript draft of a book Raynesford co-authored with Wayne C. Lee, <cite>Trails of the Smoky Hill: From Coronado to the cowtowns</cite> (1980).",MC084,1980,,linear feet,,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10945'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10945'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10945'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",,,,,,,,,,
319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10922,2017-03-22T19:56:24,2017-03-22T12:56:24,2017-03-22T19:56:24,political-button-and-flyer-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/political-button-and-flyer-collection/,0.0,,[1623],https://www.library.ucdavis.edu/manuscript/political-button-and-flyer-collection/,Political Button and Flyer Collection.,,"Bumper stickers, buttons, flyers, ballot tickets, about half late 19th century, half mid-20th century. Local, state, and national levels of government represented.",MC076,1850-1970,,linear feet,,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10922'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10922'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10922'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",,,,,,,,,,
325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10916,2017-03-22T19:56:24,2017-03-22T12:56:24,2017-03-22T19:56:24,placide-henry-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/placide-henry-collection/,0.0,,[2623],https://www.library.ucdavis.edu/manuscript/placide-henry-collection/,"Placide, Henry. Collection.","Early Native American comedian noted for his polished acting in Old comedy and for his dialect and broken-English parts; member of the Park Theatre, New York, stock company.",Seventeen signed working scripts once the property of Henry Placide.,MC089,1810-1834.,,linear feet,,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10916'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10916'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10916'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",,,,,,,,,,
328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10913,2017-03-22T19:56:24,2017-03-22T12:56:24,2017-03-22T19:56:24,piepgrass-niels-c-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/piepgrass-niels-c-collection/,0.0,,[1439],https://www.library.ucdavis.edu/manuscript/piepgrass-niels-c-collection/,"Piepgrass, Niels C. Collection.","Cotton farmer in Tulare County, California, and one of the leaders in the revolt against the one-variety law for farming cotton.",Correspondence and reports relating to cotton farming.,MC086,1960-1976.,,linear feet,,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10913'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10913'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10913'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",,,,,,,,,,
